f91d0f06-57fa-40f7-9788-15dd93b8a048|M12MK2508NU00057|2025-09-30|38176.20|||settled|M119 백필 — bank=신한 default, 실제 발급은행 확인 필요
87c2b871-d1a6-4e0d-be47-815af3f1289b|M12MK2510NU00025|2025-11-03|1353026.40|||settled|M119 백필 — bank=신한 default, 실제 발급은행 확인 필요
61961e91-c90e-4cf2-87ac-938416f04b00|M12MK2510NU00040|2025-11-18|2822297.76|||settled|M119 백필 — bank=신한 default, 실제 발급은행 확인 필요
70521070-aaa5-4192-b5db-da114aca336f|M12MK2511NU00032|2025-12-23|400332.24|||settled|M119 백필 — bank=신한 default, 실제 발급은행 확인 필요
076314a6-a405-4816-8004-48e708b4eaf4|M12MK2601NU00040|2026-01-30|943533.80|||settled|M134: imp26-징코
e46608b1-fe45-4483-9edf-25c4fed7d8d8|M12MK2601NU00040|2026-02-24|3601466.00|||settled|M119 백필 — bank=신한 default, 실제 발급은행 확인 필요
df5b87cf-c208-4a55-b5f4-dafc604bf22f|M12MK2602NU00018|2026-03-17|4997278.55|||settled|M119 백필 — bank=신한 default, 실제 발급은행 확인 필요
26b99726-6d7d-468a-9287-d575e025f084|M12MK2602NU00025|2026-02-01|189174.38|||settled|M134: imp26-론지솔라
f8e2d5a3-7c5d-44ae-9afd-d167cf4b6032|M12MK2602NU00025|2026-04-16|1891744.00|||settled|M119 백필 — bank=신한 default, 실제 발급은행 확인 필요
8e3c2a18-121c-4781-8281-773044111565|M34PD2601NU00018|2026-01-22|2465791.80|||settled|M134: imp26-트리나
af58b595-f21d-4452-b0c4-b96f7f585b32|M34PD2601NU00018|2026-02-21|2880852.48|||settled|M124: LC# prefix 미인식 (M04/M34/M42) — 운영자
b296fa2a-51e6-4ea0-aef2-b59ceaa4843b|M42M62506NU00032|2025-07-27|2410968.00|||settled|M124: LC# prefix 미인식 (M04/M34/M42) — 운영자
2a566d5d-8160-40b9-b67d-f5e8eef59fdc|M42M62602NU00018|2026-02-20|274104.00|3384||settled|M145: xlsx 마스터 (수입진행상황 2026년도 론지솔라 sheet
2b59e0ea-31b3-4717-ad8a-954bd205facc|없음|2025-12-13|1983493.16|||settled|M119 백필 — bank=신한 default, 실제 발급은행 확인 필요
