year,vendor,prefix,has_BL,has_PL,has_CI,has_HBL,has_OBL,file_count,sample_filenames
2025,징코모듈,SHPUS25011179,0,1,1,0,1,3,CI:SHPUS25011179 CI.pdf | OBL:SHPUS25011179 OBL.pdf | PL:SHPUS25011179 PL.pdf
2025,징코모듈,TMNBKPTR9924001,1,0,0,0,0,1,BL:提单_北亚区_出口_TMNBKPTR9924001_20251217 JWSH25120029.pdf
2025,트리나,"TOPSOLAR 2507-TSI-09808-00 (1-1) 700W 7,128pcs (no-id)",2,1,0,0,0,3,PL:TED-2507-09808-01-12-CIPL.pdf | BL:TED-2507-09808-01-12-EASPH2539SK6006_BL (스캔본).PDF | BL:TED-2507-09808-01-12-EASPH2539SK6006_BL.pdf
2025,트리나,"TOPSOLAR 2507-TSI-09808-00 (1-2) 710W 14,091pcs (no-id)",1,2,0,0,0,3,BL:TED-2507-09808-13-36-BL.pdf | PL:TED-2507-09808-13-36-CIPL.pdf | PL:TED-2507-09808-13-36LC_CI&PL (통관용 무상 제품 단가 기재).pdf
2025,트리나,"TOPSOLAR 2507-TSI-09808-00 (2-1) 710W 21,384pcs (no-id)",1,2,0,0,0,3,BL:TED-2507-09808-37-72-BL.pdf | PL:TED-2507-09808-37-72-CIPL.pdf | PL:TED-2507-09808-37-72LC_CI&PL 통관용.pdf
2025,트리나,"TOPSOLAR 2507-TSI-09808-00 (2-2) 720W 10,692pcs - 18컨 (no-id)",1,2,0,0,0,3,"BL:TED-2507-09808-73-90,108-BL.pdf | PL:TED-2507-09808-73-90,108CIPL.pdf | PL:TED-2507-09808-73-90,108LC_CI&PL-통관용 단가 기재.pdf"
2025,트리나,"TOPSOLAR 2507-TSI-09808-00 (2-3) 720W 10,131pcs (no-id)",2,2,0,0,0,4,BL:TED-2507-09808-91-108BL.pdf | PL:TED-2507-09808-91-108CIPL.pdf | BL:TED-2507-09808-91-108BL.pdf | PL:TED-2507-09808-91-108CIPL.pdf
2025,트리나,"TOPSOLAR 2507-TSI-09808-00 (3) 720W 6,699pcs_short cable (no-id)",1,2,0,0,0,3,BL:TED-2507-09808-04-BL.pdf | PL:TED-2507-09808-04-CIPL.pdf | PL:TED-2507-09808-04LC_CI&PL-통관용.pdf
2025,JA솔라 모듈,1차선적 635WP 6293pcs(2025.06.29) (no-id),0,1,1,0,0,2,CI:Commercial Invoice (to Top Solar)_2025 06 30.pdf | PL:Packing List (to Top Solar)_2025 06 30_v2.pdf
2025,JA솔라 모듈,KNKE20250724,0,1,0,0,0,1,PL:Packing_list_(KNK~TOP_SOLAR)_KNKE20250724_(5MW).pdf
2026,라이젠에너지,라이젠 30MW 진행건 (no-id),0,1,0,0,0,1,PL:RSPN260416CI&PL V.pdf
2026,라이젠에너지,라이젠 635WP 15MW 선적서류 2026.05.06 (no-id),0,1,0,0,0,1,PL:RSPN260416CI&PL.pdf
2026,라이젠에너지,RSPN260416,2,0,0,0,0,2,BL:RSPN260416   BL DRAFT.pdf | BL:RSPN260416 BL NBOZK6Q52100 ATD5.1.pdf
2026,징코솔라,[TOPSOLAR] MCKRJH25Q301_4 9차 자료 (no-id),1,1,1,0,0,3,"BL:BL_17,000pcs.pdf | CI:CI_17,000pcs.pdf | PL:PL_17,000pcs.pdf"
2026,징코솔라,"CIPL 20차 9.8MW=15,552pcs ETD 03-15 (no-id)",1,1,1,0,0,3,"BL:BL_15,552pcs.pdf | CI:CI_15,552pcs.pdf | PL:PL_15,552pcs.pdf"
2026,징코솔라,"CIPL 23차 10.9MW=17,280pcs ETD 03-21 (no-id)",0,1,1,0,0,2,"CI:CI_17,280pcs.pdf | PL:PL_17,280pcs.pdf"
2026,징코솔라,"CIPL 24차 9.2MW=14,519pcs ETD 03-15 (no-id)",1,1,1,0,0,3,"BL:BL_14,519pcs.pdf | CI:CI_14,519pcs.pdf | PL:PL_14,519pcs.pdf"
2026,징코솔라,DJSCNGB260008239,4,6,6,0,0,16,"BL:BL_13,824pcs.pdf | CI:CI_13,824pcs.pdf | PL:PL_13,824pcs.pdf | BL:BL_10,368pcs.pdf | CI:CI_10,368pcs.pdf | PL:PL_10,368pcs.pdf"
2026,징코솔라,DJSCNGB260008250,1,0,0,0,0,1,BL:提单_北亚区_出口_DJSCNGB260008250_20260327.pdf
2026,징코솔라,KD2602040182,1,1,1,0,0,3,"BL:BL_17,280pcs_KD2602040182.pdf | CI:CI_17,280pcs_KD2602040182.pdf | PL:PL_17,280pcs_KD2602040182.pdf"
2026,징코솔라,KD2602040583,1,1,1,0,0,3,"BL:BL_17,280pcs_KD2602040583.pdf | CI:CI_17,280pcs_KD2602040583.pdf | PL:PL_17,280pcs_KD2602040583.pdf"
2026,징코솔라,KD2602050010,1,1,1,0,0,3,"BL:BL_17,280pcs_KD2602050010.pdf | CI:CI_17,280pcs_KD2602050010.pdf | PL:PL_17,280pcs_KD2602050010.pdf"
2026,징코솔라,KD2602050118,1,1,1,0,0,3,"BL:BL_1,656pcs_KD2602050118.pdf | CI:CI_1,656pcs_KD2602050118.pdf | PL:PL_1,656pcs_KD2602050118.pdf"
2026,징코솔라,KD2602050263,1,1,1,0,0,3,"BL:BL_17,280PCS_KD2602050263.pdf | CI:CI_17,280PCS_KD2602050263.pdf | PL:PL_17,280PCS_KD2602050263.pdf"
2026,징코솔라,KD2602050264,1,1,1,0,0,3,"BL:BL_17,280pcs_KD2602050264.pdf | CI:CI_17,280pcs_KD2602050264.pdf | PL:PL_17,280pcs_KD2602050264.pdf"
2026,징코솔라,KD2602050284,1,1,1,0,0,3,"BL:BL_8,576pcs_KD2602050284.pdf | CI:CI_8,576pcs_KD2602050284.pdf | PL:PL_8,576pcs_KD2602050284.pdf"
2026,징코솔라,RE_ [TOPSOLAR] MCKRJH25Q301_4 15차 자료 (no-id),1,1,1,0,0,3,"BL:BL_16,704pcs.pdf | CI:CI_16,704pcs.pdf | PL:PL_16,704pcs.pdf"
2026,징코솔라,RE_ [TOPSOLAR] MCKRJH25Q301_4 16차 자료 (no-id),0,0,1,0,0,1,CI:3.8000363873-CUSTOMS-Z202602030187-2-CI-R.pdf
2026,트리나솔라,"TOPSOLAR 2601-TSI-00499-00 (2차, 14.6MW) (no-id)",1,2,0,0,0,3,PL:TED-2601-00499-37-72CIPL.pdf | BL:TED-2601-00499-37-72LC_BL.pdf | PL:TED-2601-00499-37-72LC_CI&PL-통관용.pdf
2026,트리나솔라,"TOPSOLAR 2601-TSI-00499-01 (1차, 15.4MW) (no-id)",1,2,0,0,0,3,BL:BL Copy_EASEK2606SK0001.pdf | PL:TED-2601-00499-00-36-CIPL.pdf | PL:TED-2601-00499-00-36LC_CI&PL-통관용.pdf
