dc5e9242-1c2e-4f28-9e47-94fc8d0fca9d|M0215402NU00071|2024-02-20|536213|산업은행|M144: SWIFT MT700 자료 백필 (산업은행 
0e859791-e8d8-4af6-ade4-69bb53512207|M0215402NU00089|2024-02-21|536213|산업은행|M144: SWIFT MT700 자료 백필 (산업은행 
669deb74-5dae-4253-994f-3a6c725e6ee1|M0215403NU00300|2024-03-25|1072427|산업은행|M144: SWIFT MT700 자료 백필 (산업은행 
9545ed06-873c-43bf-98f3-be9731917729|M0215405NU00228|2024-05-21|319439|산업은행|M144: SWIFT MT700 자료 백필 (산업은행 
e4b322ca-5c09-4586-baff-d0babec4a697|M0215405NU00331|2024-05-30|638878|산업은행|M144: SWIFT MT700 자료 백필 (산업은행 
300f966d-0cce-4f81-bcbd-c1cdb324b69e|M0215407NU00370|2024-07-25|945178|산업은행|M144: SWIFT MT700 자료 백필 (산업은행 
893c6ffe-b41d-4d2a-a05c-ba31b0a0d8a6|M0215407NU00395|2024-07-25|945178|산업은행|M144: SWIFT MT700 자료 백필 (산업은행 
c368b8fd-1872-4d9f-9910-fefa91c3bb70|M0215410NU00281|2024-10-15|4725888|산업은행|M144: SWIFT MT700 자료 백필 (산업은행 
8388cb93-7db8-4b4a-8f89-fc8a2ea70f31|M0215506NU00370|2025-07-10|2709367|산업은행|M124: LC# prefix 기반 추정 (M02→산업
3011ace1-4acb-478e-a344-48c15f102200|M0215506NU00438|2025-07-03|800620|산업은행|M124: LC# prefix 기반 추정 (M02→산업
a6c586b9-263e-42b6-9f23-8b8f1a2345e0|M0215507NU00331|2025-08-10|2041246|산업은행|M124: LC# prefix 기반 추정 (M02→산업
6385b0ac-aad2-4236-b35b-db65eb617b2f|M0215507NU00356|2025-09-25|1110082|산업은행|M124: LC# prefix 기반 추정 (M02→산업
8a2b5a5f-a7ae-4724-9cc8-8a40de46f695|M0215508NU00267|2025-12-05|1768030|산업은행|M124: LC# prefix 기반 추정 (M02→산업
4631861e-884c-44ee-b770-0bbdbb13ba61|M0215508NU00274|2025-09-25|6986304|산업은행|M124: LC# prefix 기반 추정 (M02→산업
63fea165-24b3-41a0-8151-94b255f90583|M0215508NU00281|2025-11-15|1385860|산업은행|M124: LC# prefix 기반 추정 (M02→산업
266d46d2-a8eb-4735-8503-8419dd51a863|M0215509NU00317|2025-09-22|2999987|산업은행|M144: SWIFT MT700 자료 백필 (산업은행 
5ac34aa0-1fd5-4d8f-bdbc-d9f53fb9763b|M0215509NU00356|2025-10-15|979793|산업은행|M124: LC# prefix 기반 추정 (M02→산업
9c44a69d-0465-440a-9f54-686c28b5a07b|M0215511NU00274|2025-12-19|1912962|산업은행|M124: LC# prefix 기반 추정 (M02→산업
716352c1-f2ca-4cf9-8037-2360d5665327|M0215511NU00388|2025-12-25|2686896|산업은행|M124: LC# prefix 기반 추정 (M02→산업
b6900849-f7bf-48d5-89a1-ef0d4510a0b6|M0215601NU00324|2026-02-24|5646664|산업은행|M124: LC# prefix 기반 추정 (M02→산업
7bca13c2-6cbc-45f8-9ffb-fa7cffae83ee|M0215602NU00096|2026-03-13|1306265|산업은행|M124: LC# prefix 기반 추정 (M02→산업
aa6bfedd-743c-49a2-8cb8-b5517118a8e9|M0215603NU00139|2026-03-23|1289655|산업은행|M124: LC# prefix 기반 추정 (M02→산업
5ab52595-13e3-4484-8d30-5f70f2320bbf|M0215603NU00153|2026-03-05|333333|산업은행|M134: imp26-론지솔라
5acf68ec-5205-4854-9122-bb143f521d9b|M0215603NU00153|2026-03-25|1289655|산업은행|M124: LC# prefix 기반 추정 (M02→산업
08256554-4d64-4ff7-86c5-c437d2e9d5ac|M0215603NU00160|2026-03-05|96896|산업은행|M134: imp26-론지솔라
38130e73-0cc8-4340-af58-91cd55a5df31|M0215604NU00160|2026-04-20|3958986|산업은행|M134: imp26-라이젠
