year,vendor,prefix,file_type,filename,size_bytes,rel_path
2024,징코모듈,JWSH24110024,BL,JWSH24110024 JWL2021-COPY BL.pdf,364438,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\부산 JWSH24110024\JWSH24110024 JWL2021-COPY BL.pdf
2024,징코모듈,JWSH24110024,CI,JWSH24110024-CI.pdf,54459,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\부산 JWSH24110024\JWSH24110024-CI.pdf
2024,징코모듈,JWSH24110024,OBL,JWSH24110024 OBL.pdf,792532,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\부산 JWSH24110024\JWSH24110024 OBL.pdf
2024,징코모듈,JWSH24110024,PL,JWSH24110024-PL.pdf,44492,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\부산 JWSH24110024\JWSH24110024-PL.pdf
2024,징코모듈,JWSH24110025,CI,JWSH24110025 -CI.pdf,80937,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\JWSH24110025 부산\JWSH24110025 -CI.pdf
2024,징코모듈,JWSH24110025,OBL,JWSH24110025 OBL.pdf,749351,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\JWSH24110025 부산\JWSH24110025 OBL.pdf
2024,징코모듈,JWSH24110025,PL,JWSH24110025 -PL.pdf,71364,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\JWSH24110025 부산\JWSH24110025 -PL.pdf
2024,징코모듈,JWSH24110045,CI,JWSH24110045-CI.pdf,53989,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\디원 7840pcs\JWSH24110045-CI.pdf
2024,징코모듈,JWSH24110045,OBL,JWSH24110045 OBL.pdf,733126,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\디원 7840pcs\JWSH24110045 OBL.pdf
2024,징코모듈,JWSH24110045,PL,JWSH24110045-PL.pdf,45487,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\디원 7840pcs\JWSH24110045-PL.pdf
2024,징코모듈,JWSH24110046,CI,JWSH24110046 CI.pdf,53787,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반광양 JWSH24110046  7920pcs\JWSH24110046 CI.pdf
2024,징코모듈,JWSH24110046,OBL,JWSH24110046 OBL.pdf,730014,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반광양 JWSH24110046  7920pcs\JWSH24110046 OBL.pdf
2024,징코모듈,JWSH24110046,PL,JWSH24110046-PL.pdf,44352,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반광양 JWSH24110046  7920pcs\JWSH24110046-PL.pdf
2024,징코모듈,JWSH24110079,CI,JWSH24110079-CI.pdf,79982,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반 광양 JWSH24110079  17,280pcs\JWSH24110079-CI.pdf"
2024,징코모듈,JWSH24110079,OBL,JWSH24110079 OBL.pdf,813650,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반 광양 JWSH24110079  17,280pcs\JWSH24110079 OBL.pdf"
2024,징코모듈,JWSH24110079,PL,JWSH24110079-PL.pdf,44333,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반 광양 JWSH24110079  17,280pcs\JWSH24110079-PL.pdf"
2024,징코모듈,JWSH24110083,CI,JWSH24110083 CI.pdf,53302,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110083 CI.pdf
2024,징코모듈,JWSH24110083,OBL,JWSH24110083 OBL.pdf,721376,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110083 OBL.pdf
2024,징코모듈,JWSH24110083,PL,JWSH24110083 PL v2.pdf,40704,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110083 PL v2.pdf
2024,징코모듈,JWSH24110083,PL,JWSH24110083 PL.pdf,45937,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110083 PL.pdf
2024,징코모듈,JWSH24110084,CI,JWSH24110084 CI.pdf,81621,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110084 CI.pdf
2024,징코모듈,JWSH24110084,OBL,JWSH24110084 OBL.pdf,681906,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110084 OBL.pdf
2024,징코모듈,JWSH24110084,PL,JWSH24110084 PL.pdf,44784,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110084 PL.pdf
2024,징코모듈,JWSH24120043,CI,11520pcs JWSH24120043 CI.pdf,327517,2024년 모듈발주\징코모듈\선적서류\11520pcs JWSH24120043 CI.pdf
2024,징코모듈,JWSH24120043,OBL,11520pcs JWSH24120043 OBL.pdf,777922,2024년 모듈발주\징코모듈\선적서류\11520pcs JWSH24120043 OBL.pdf
2024,징코모듈,JWSH24120043,PL,11520pcs JWSH24120043 PL.pdf,312866,2024년 모듈발주\징코모듈\선적서류\11520pcs JWSH24120043 PL.pdf
2024,징코모듈,JWSH24120044,CI,12096pcs JWSH24120044 CI.pdf,327523,2024년 모듈발주\징코모듈\선적서류\12096pcs JWSH24120044 CI.pdf
2024,징코모듈,JWSH24120044,OBL,12096pcs JWSH24120044 OBL.pdf,781054,2024년 모듈발주\징코모듈\선적서류\12096pcs JWSH24120044 OBL.pdf
2024,징코모듈,JWSH24120044,PL,12096pcs JWSH24120044 PL.pdf,312873,2024년 모듈발주\징코모듈\선적서류\12096pcs JWSH24120044 PL.pdf
2024,징코모듈,JWSH250300,CI,CI 8000121180 SNKO03K250201369 JWSH250300.pdf,61355,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\CI 8000121180 SNKO03K250201369 JWSH250300.pdf
2024,징코모듈,JWSH25030014,CI,CI 8000121181 SNKO03K250201374.pdf,101646,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\CI 8000121181 SNKO03K250201374.pdf
2024,징코모듈,JWSH25030014,OBL,0014 탑솔라 수입필증 OBL JWSH25030014 2025.03.11.pdf,306049,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\0014 탑솔라 수입필증 OBL JWSH25030014 2025.03.11.pdf
2024,징코모듈,JWSH25030014,OBL,1374 탑솔라 수입필증 OBL SNKO03K250201374   2025.03.11.pdf,305427,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\1374 탑솔라 수입필증 OBL SNKO03K250201374   2025.03.11.pdf
2024,징코모듈,JWSH25030014,OBL,OBL JWSH25030014.pdf,575405,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\OBL JWSH25030014.pdf
2024,징코모듈,JWSH25030014,OBL,OBL SNKO03K250201374.pdf,778066,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\OBL SNKO03K250201374.pdf
2024,징코모듈,JWSH25030014,PL,PL JWSH25030014.pdf,312449,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\PL JWSH25030014.pdf
2024,징코모듈,JWSH25030014,PL,PL SNKO03K250201374.pdf,312446,2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\PL SNKO03K250201374.pdf
2024,징코모듈,RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다 (no-id),CI,1 CI_Z20240306206-1.pdf,65883,2024년 모듈발주\징코모듈\100MW 중 625W 10MW 선적\징코 5MW선적\RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다\1 CI_Z20240306206-1.pdf
2024,징코모듈,RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다 (no-id),CI,1.CI_Z20240306203-1(UPDATE3.6).pdf,65662,2024년 모듈발주\징코모듈\100MW 중 625W 10MW 선적\징코 5MW선적\RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다\1.CI_Z20240306203-1(UPDATE3.6).pdf
2024,징코모듈,RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다 (no-id),OBL,4 OBL 24030082.pdf,740868,2024년 모듈발주\징코모듈\100MW 중 625W 10MW 선적\징코 5MW선적\RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다\4 OBL 24030082.pdf
2024,징코모듈,RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다 (no-id),PL,2 PL_Z20240306203-1(UPDATE3.6).pdf,89673,2024년 모듈발주\징코모듈\100MW 중 625W 10MW 선적\징코 5MW선적\RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다\2 PL_Z20240306203-1(UPDATE3.6).pdf
2024,징코모듈,RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다 (no-id),PL,2 PL_Z20240306206-1.pdf,89802,2024년 모듈발주\징코모듈\100MW 중 625W 10MW 선적\징코 5MW선적\RE_ [탑솔라(주)  기자재실] 100MW 모듈 구매계약서 날인본 송부드립니다\2 PL_Z20240306206-1.pdf
2024,징코모듈,Re_ [탑솔라(주)  기자재실] 10MW 선적서류(ETD2024.04.07) (no-id),CI,2 CI_Z20240326077-1.pdf,52422,2024년 모듈발주\징코모듈\100MW 중 625W 10MW 03.25 선적\Re_ [탑솔라(주)  기자재실] 10MW 선적서류(ETD2024.04.07)\2 CI_Z20240326077-1.pdf
2024,징코모듈,Re_ [탑솔라(주)  기자재실] 10MW 선적서류(ETD2024.04.07) (no-id),PL,3 PL_Z20240326077-1.pdf,77226,2024년 모듈발주\징코모듈\100MW 중 625W 10MW 03.25 선적\Re_ [탑솔라(주)  기자재실] 10MW 선적서류(ETD2024.04.07)\3 PL_Z20240326077-1.pdf
2024,징코모듈,"RE_ 100MW수정계약,  620W계약서(684장) (no-id)",BL,1 BL EASHO2421NK232.pdf,744957,"2024년 모듈발주\징코모듈\100MW 중 630W 5MW 선적진행 2024.05.25\630WP  5MW 선적서류\RE_ 100MW수정계약,  620W계약서(684장)\1 BL EASHO2421NK232.pdf"
2024,징코모듈,"RE_ 100MW수정계약,  620W계약서(684장) (no-id)",CI,2 CI_Z20240515329-1.pdf,482354,"2024년 모듈발주\징코모듈\100MW 중 630W 5MW 선적진행 2024.05.25\630WP  5MW 선적서류\RE_ 100MW수정계약,  620W계약서(684장)\2 CI_Z20240515329-1.pdf"
2024,징코모듈,"RE_ 100MW수정계약,  620W계약서(684장) (no-id)",PL,3 PL_Z20240515329-1.pdf,363713,"2024년 모듈발주\징코모듈\100MW 중 630W 5MW 선적진행 2024.05.25\630WP  5MW 선적서류\RE_ 100MW수정계약,  620W계약서(684장)\3 PL_Z20240515329-1.pdf"
2024,징코모듈,SNKO020241008028,CI,SNKO020241008028-CUSTOMS-CI.pdf,53273,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\6차 SNKO020241008028(11,520PCS)\SNKO020241008028-CUSTOMS-CI.pdf"
2024,징코모듈,SNKO020241008028,PL,SNKO020241008028-CUSTOMS-PL.pdf,70828,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\6차 SNKO020241008028(11,520PCS)\SNKO020241008028-CUSTOMS-PL.pdf"
2024,징코모듈,SNKO020241008037,CI,SNKO020241008037 -CUSTOMS-CI.pdf,55543,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\5차 SNKO020241008037(11,520PCS)\SNKO020241008037 -CUSTOMS-CI.pdf"
2024,징코모듈,SNKO020241008037,PL,SNKO020241008037 -CUSTOMS-PL.pdf,45449,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\5차 SNKO020241008037(11,520PCS)\SNKO020241008037 -CUSTOMS-PL.pdf"
2024,징코모듈,SNKO020241009053,CI,SNKO020241009053 -CUSTOMS-CI.pdf,56095,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\4차 SNKO020241009053 (12,996PCS)\SNKO020241009053 -CUSTOMS-CI.pdf"
2024,징코모듈,SNKO020241009053,PL,SNKO020241009053 -CUSTOMS-PL.pdf,45529,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\4차 SNKO020241009053 (12,996PCS)\SNKO020241009053 -CUSTOMS-PL.pdf"
2024,CSI,CSI 디원 462장 전달서류 (no-id),BL,OE00XH240805173 BL draft.pdf,127421,2024년 모듈발주\CSI\CSI 디원 462장 전달서류\OE00XH240805173 BL draft.pdf
2024,CSI,FW_ Fwd_ The shipping documents of THEONE (no-id),BL,OE00XH240805173 BL.pdf,446040,2024년 모듈발주\CSI\FW_ Fwd_ The shipping documents of THEONE\OE00XH240805173 BL.pdf
2024,KNK에너지(CIS),1차 5MW 선적서류 (no-id),PL,"INV,PL-M12MK2402NU00018_1st shipment_2024 02.pdf",394965,"2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\10MW 선적진행\1차 5MW 선적서류\INV,PL-M12MK2402NU00018_1st shipment_2024 02.pdf"
2024,KNK에너지(CIS),2차 진행 10MW (no-id),HBL,HBL ETA 4.119.pdf,1307631,"2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\20MW 선적진행(10MW, 10MW)\2차 진행 10MW\HBL ETA 4.119.pdf"
2024,KNK에너지(CIS),2차 진행 10MW (no-id),PL,Commercial Invoice Packing list (KNK~Top Solar).pdf,755359,"2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\20MW 선적진행(10MW, 10MW)\2차 진행 10MW\Commercial Invoice Packing list (KNK~Top Solar).pdf"
2024,KNK에너지(CIS),KNK 2차 5MW 3.4출항 (no-id),PL,Invoice PL to Top Solar_2024 02_2nd shipment.pdf,785506,2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\10MW 선적진행\KNK 2차 5MW 3.4출항\Invoice PL to Top Solar_2024 02_2nd shipment.pdf
2024,KNK에너지(CIS),KNKE20240430,PL,"INV,PL to Top Solar-KNKE20240430.pdf",202461,"2024년 모듈발주\KNK에너지(CIS)\1MW 발주서\INV,PL to Top Solar-KNKE20240430.pdf"
2024,KNK에너지(CIS),KNKE20240430,PL,"INV,PL-KNKE20240430(Draft).pdf",39608,"2024년 모듈발주\KNK에너지(CIS)\1MW 발주서\INV,PL-KNKE20240430(Draft).pdf"
2024,KNK에너지(CIS),Re_Re_Re_Re_ Re_ 탑솔라주식회사 발주서 송부 (no-id),PL,240327_INV&PL(KNK-TOP)_10MW_signed.pdf,281830,"2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\20MW 선적진행(10MW, 10MW)\1차 진행 10MW\Re_Re_Re_Re_ Re_ 탑솔라주식회사 발주서 송부\240327_INV&PL(KNK-TOP)_10MW_signed.pdf"
2024,KNK에너지(CIS),ZHC2402012,BL,BL - ZHC2402012.pdf,901226,2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\10MW 선적진행\1차 5MW 선적서류\BL - ZHC2402012.pdf
2024,KNK에너지(CIS),ZHC2402012,HBL,ZHC2402012-SNKO020240204393 HBL.PDF,537774,2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\10MW 선적진행\1차 5MW 선적서류\ZHC2402012-SNKO020240204393 HBL.PDF
2024,KNK에너지(CIS),ZHC2402013,HBL,ZHC2402013-SNKO020240204392HBL.pdf,542439,2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\10MW 선적진행\KNK 2차 5MW 3.4출항\ZHC2402013-SNKO020240204392HBL.pdf
2024,KNK에너지(CIS),ZHC2402013,HBL,ZHC2402013-SNKO020240204392HBL扫描件.pdf,542439,2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\10MW 선적진행\KNK 2차 5MW 3.4출항\ZHC2402013-SNKO020240204392HBL扫描件.pdf
2024,KNK에너지(CIS),ZHC2403011,HBL,ZHC2403011 HBL COPY.pdf,865418,"2024년 모듈발주\KNK에너지(CIS)\30MW 진행\30MW 발주서\20MW 선적진행(10MW, 10MW)\1차 진행 10MW\Re_Re_Re_Re_ Re_ 탑솔라주식회사 발주서 송부\ZHC2403011 HBL COPY.pdf"
2024,KNK에너지(CIS),ZHC2404043,HBL,ZHC2404043-SNKO0202404415246 HBL正本扫描件.pdf,528345,2024년 모듈발주\KNK에너지(CIS)\1MW 발주서\ZHC2404043-SNKO0202404415246 HBL正本扫描件.pdf
2025,라이젠,640WP 10MW 진행 (no-id),PL,RSPN251920CI&PL.pdf,92967,2025년 모듈 발주\라이젠\라이젠 40WM\640WP 10MW 진행\RSPN251920CI&PL.pdf
2025,라이젠,라이젠모듈 선적서류 송부건 (no-id),PL,RSPN251920CI&PL.pdf,92967,2025년 모듈 발주\라이젠\라이젠 40WM\640WP 10MW 진행\라이젠모듈 선적서류 송부건\RSPN251920CI&PL.pdf
2025,라이젠,RSPN251920,BL,RSPN251920 BL ATD10.27 ETA11.3.pdf,3926623,2025년 모듈 발주\라이젠\라이젠 40WM\640WP 10MW 진행\RSPN251920 BL ATD10.27 ETA11.3.pdf
2025,라이젠,RSPN251920,BL,RSPN251920 BL ATD10.27 ETA11.3.pdf,3926623,2025년 모듈 발주\라이젠\라이젠 40WM\640WP 10MW 진행\라이젠모듈 선적서류 송부건\RSPN251920 BL ATD10.27 ETA11.3.pdf
2025,론지솔라,9354694996  석문호 클립 (no-id),CI,LS-ONE-20260319-FREE_CI.pdf,139039,2025년 모듈 발주\론지솔라\디원\석문호 론지 모듈 계약 재진행 2026년\LC전문\9354694996  석문호 클립\LS-ONE-20260319-FREE_CI.pdf
2025,론지솔라,9354694996  석문호 클립 (no-id),HBL,9354694996_HWB_20260323_439_20260323.pdf,12554,2025년 모듈 발주\론지솔라\디원\석문호 론지 모듈 계약 재진행 2026년\LC전문\9354694996  석문호 클립\9354694996_HWB_20260323_439_20260323.pdf
2025,론지솔라,9354694996  석문호 클립 (no-id),PL,LS-ONE-20260319-FREE_PL.pdf,74895,2025년 모듈 발주\론지솔라\디원\석문호 론지 모듈 계약 재진행 2026년\LC전문\9354694996  석문호 클립\LS-ONE-20260319-FREE_PL.pdf
2025,론지솔라,LS2507279457,CI,Topsolar_ himo 10X_LS2507279457_CI.pdf,176060,2025년 모듈 발주\론지솔라\탑솔라\경량모듈 샘플건\론지샘플\Topsolar_ himo 10X_LS2507279457_CI.pdf
2025,론지솔라,LS2507279457,PL,Topsolar_ himo 10X_LS2507279457_PL.pdf,74320,2025년 모듈 발주\론지솔라\탑솔라\경량모듈 샘플건\론지샘플\Topsolar_ himo 10X_LS2507279457_PL.pdf
2025,론지솔라,LS2507281831,BL,LS2507281831_BL.pdf,460884,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M_11_40HQ__LR7-72HGD-620M_1_40HQ__\LS2507281831_BL.pdf"
2025,론지솔라,LS2507281831,PL,LS2507281831  CI&PL.pdf,86426,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M_11_40HQ__LR7-72HGD-620M_1_40HQ__\LS2507281831  CI&PL.pdf"
2025,론지솔라,LS2507281832,PL,LS2507281832&LS2507281833CI&PL.pdf,91429,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M_11_40HQ__LR7-72HGD-620M_1_40HQ__\LS2507281832&LS2507281833CI&PL.pdf"
2025,론지솔라,LS2507281833,BL,LS2507281833&LS2507281832_BL.pdf,1964809,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M_11_40HQ__LR7-72HGD-620M_1_40HQ__\LS2507281833&LS2507281832_BL.pdf"
2025,론지솔라,LS2507282128,BL,LS2507282128_BL.pdf,440076,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M_11_40HQ__LR7-72HGD-620M_1_40HQ__\LS2507282128_BL.pdf"
2025,론지솔라,LS2507282128,PL,LS2507282128   CI&PL.pdf,88002,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M_11_40HQ__LR7-72HGD-620M_1_40HQ__\LS2507282128   CI&PL.pdf"
2025,론지솔라,LS2508283955,BL,LS2508283955&LS2508283956_BL.pdf,456232,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M__40HQ__LR7-72HGD-620M_11_40HQ__   5MW\LS2508283955&LS2508283956_BL.pdf"
2025,론지솔라,LS2508283955,PL,LS2508283955&LS2508283956_CI&PL.pdf,89904,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M__40HQ__LR7-72HGD-620M_11_40HQ__   5MW\LS2508283955&LS2508283956_CI&PL.pdf"
2025,론지솔라,LS2510289290,BL,LS2510289290_BL.pdf,463080,2025년 모듈 발주\론지솔라\디원\the_one__40HQ_17_LS2510289290__615_12240pcs__7.5276MW_부산항(17대)__ATD11.2\LS2510289290_BL.pdf
2025,론지솔라,LS2510289290,BL,LS2510289290_BL.pdf,463080,2025년 모듈 발주\론지솔라\디원\석문호 론지 모듈 계약 재진행 2026년\론지석문호-디원  선적서류\the_one__40HQ_17_LS2510289290__615_12240pcs__7.5276MW_부산항(17대)__ATD11.2\LS2510289290_BL.pdf
2025,론지솔라,LS2510289290,PL,LS2510289290_CI&PL.pdf,59542,2025년 모듈 발주\론지솔라\디원\the_one__40HQ_17_LS2510289290__615_12240pcs__7.5276MW_부산항(17대)__ATD11.2\LS2510289290_CI&PL.pdf
2025,론지솔라,LS2510289290,PL,LS2510289290_CI&PL.pdf,59542,2025년 모듈 발주\론지솔라\디원\석문호 론지 모듈 계약 재진행 2026년\론지석문호-디원  선적서류\the_one__40HQ_17_LS2510289290__615_12240pcs__7.5276MW_부산항(17대)__ATD11.2\LS2510289290_CI&PL.pdf
2025,론지솔라,LS2510289292,BL,LS2510289292_BL.pdf,1441896,"2025년 모듈 발주\론지솔라\디원\the_one__40HQ_11_LS2510289292__615_7,920pcs__4.8708MW_평택항__ATD11.3\LS2510289292_BL.pdf"
2025,론지솔라,LS2510289292,BL,LS2510289292_BL.pdf,1441896,"2025년 모듈 발주\론지솔라\디원\석문호 론지 모듈 계약 재진행 2026년\론지석문호-디원  선적서류\the_one__40HQ_11_LS2510289292__615_7,920pcs__4.8708MW_평택항__ATD11.3\LS2510289292_BL.pdf"
2025,론지솔라,LS2510289292,PL,LS2510289292 11HQ  ATD11.3 CIPL.pdf,2036678,"2025년 모듈 발주\론지솔라\디원\the_one__40HQ_11_LS2510289292__615_7,920pcs__4.8708MW_평택항__ATD11.3\LS2510289292 11HQ  ATD11.3 CIPL.pdf"
2025,론지솔라,LS2510289292,PL,LS2510289292 11HQ  ATD11.3 CIPL.pdf,2036678,"2025년 모듈 발주\론지솔라\디원\석문호 론지 모듈 계약 재진행 2026년\론지석문호-디원  선적서류\the_one__40HQ_11_LS2510289292__615_7,920pcs__4.8708MW_평택항__ATD11.3\LS2510289292 11HQ  ATD11.3 CIPL.pdf"
2025,론지솔라,LS2511290148,BL,LS2511290148&LS2511290150_BL (1).pdf,1511530,2025년 모듈 발주\론지솔라\디원\1차 개설 진행 33.7MW 선적서류\새 폴더\the_one__40HQ_35_LS2511290148_LS2511290150__615_25128+50pcs__15.5MW_평텍항(35대)_\LS2511290148&LS2511290150_BL (1).pdf
2025,론지솔라,LS2511290148,BL,LS2511290148&LS2511290150_BL.pdf,1511530,2025년 모듈 발주\론지솔라\디원\석문호 론지 모듈 계약 재진행 2026년\론지석문호-디원  선적서류\the_one__40HQ_35_LS2511290148_LS2511290150__615_25128+50pcs__15.5MW_평텍항(35대)_\LS2511290148&LS2511290150_BL.pdf
2025,론지솔라,LS2511290148,OBL,LS2511290148&LS2511290150_OBL.pdf,917480,2025년 모듈 발주\론지솔라\디원\1차 개설 진행 33.7MW 선적서류\새 폴더\the_one__40HQ_35_LS2511290148_LS2511290150__615_25128+50pcs__15.5MW_평텍항(35대)_\LS2511290148&LS2511290150_OBL.pdf
2025,론지솔라,LS2511290148,OBL,LS2511290148&LS2511290150_OBL.pdf,917480,2025년 모듈 발주\론지솔라\디원\the_one__40HQ_35_LS2511290148_LS2511290150__615_25128+50pcs__15.5MW_평텍항(35대)_\LS2511290148&LS2511290150_OBL.pdf
