rel_path,file_type,parse_status,page_count,parsed_json
2025년 모듈 발주\징코모듈\디원\선적서류\FW_ Re_ 진코 25Q3선적LC Re_ 7월선적스케줄 Re_    JWSH25070018\JWSH25070018 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202506250048"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 6342, ""total_watt"": 4027170, ""total_usd"": 289956.0}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070018\JWSH25070018 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202506250048"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 6342, ""total_watt"": 4027170, ""total_usd"": 289956.0}"
2025년 모듈 발주\징코모듈\디원\선적서류\FW_ Re_ 진코 25Q3선적LC Re_ 7월선적스케줄 Re_    JWSH25070018\JWSH25070018 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202506250048"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070018\JWSH25070018 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202506250048"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070021\JWSH25070021 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202506250076"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 4374, ""total_watt"": 2777490, ""unit_price_usd_wp"": 0.08, ""total_usd"": 222199.0}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070021\JWSH25070021 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202506250076"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""pallets"": 4374}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\징코 2025.7.15선적 JWSH25070022\JWSH25070022 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202506250074"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 20160, ""total_watt"": 12801600, ""unit_price_usd_wp"": 0.08, ""total_usd"": 1024128.0}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\징코 2025.7.15선적 JWSH25070022\JWSH25070022 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202506250074"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S""}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070025\JWSH25070025 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202506250067"", ""lc_no"": ""M42M62506NU00032"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 17280, ""total_watt"": 10972800, ""unit_price_usd_wp"": 0.08, ""total_usd"": 877824.0}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070025\JWSH25070025 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202506250067"", ""lc_no"": ""M42M62506NU00032"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25070026\JWSH25070026 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202506250069"", ""lc_no"": ""M42M62506NU00032"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 12324, ""total_watt"": 7825740, ""unit_price_usd_wp"": 0.08, ""total_usd"": 626059.0}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25070026\JWSH25070026 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202506250069"", ""lc_no"": ""M42M62506NU00032"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080025 CI.pdf",CI,success,1,"{""invoice_no"": ""Z202507230085"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 11520, ""total_watt"": 7315200, ""unit_price_usd_wp"": 0.08, ""total_usd"": 526694.0}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080025 PL.pdf",PL,success,1,"{""invoice_no"": ""Z202507230085"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S""}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080026 CI.pdf",CI,success,1,"{""invoice_no"": ""Z202507230086"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 10944, ""total_watt"": 6949440, ""unit_price_usd_wp"": 0.08, ""total_usd"": 500359.0}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080026 Pl.pdf",PL,success,1,"{""invoice_no"": ""Z202507230086"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\징코모듈  ETD 8.31 17718pcs\JWSH25080028 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202507230087"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 15738}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\징코모듈  ETD 8.31 17718pcs\JWSH25080028 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202507230087"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 1980, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\디원\선적서류\디원  11520pcs\JWSH25090001 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202507240156"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520}"
2025년 모듈 발주\징코모듈\디원\선적서류\디원  11520pcs\JWSH25090001 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202507240156"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 11520, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090007 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202507220202"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 10332}"
2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090007 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202507220202"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 10332}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090007 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202507220202"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 10332, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090007 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202507220202"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 10332, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090008 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202507220193"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520}"
2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090008 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202507220193"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090008 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202507220193"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 11520, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090008 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202507220193"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 11520, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\디원\선적서류\디원 9252pcs\JWSH25090011 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202507240161"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 9252}"
2025년 모듈 발주\징코모듈\디원\선적서류\디원 9252pcs\JWSH25090011 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202507240161"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 9252, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090054 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030093"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8640}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090054 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030093"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 8640, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090055 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030094"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 14976}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090055 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030094"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 14976, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090057 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030095"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 12096}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090057 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030095"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 12096, ""pallets"": 635}"
"2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\CI_17,280pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202512050196"", ""pa_no"": ""MCKRJH25Q402"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 17280, ""total_watt"": 10972800, ""unit_price_usd_wp"": 0.0897, ""total_usd"": 984260.0}"
2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\FW_ ZJNAHW002 KR\JWSH25120010  CI.pdf,CI,success,1,"{""invoice_no"": ""Z202512050196"", ""pa_no"": ""MCKRJH25Q402"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 17280, ""total_watt"": 10972800, ""unit_price_usd_wp"": 0.0897, ""total_usd"": 984260.0}"
2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\FW_ ZJNAHW002 KR\JWSH25120010 -PL.pdf,PL,success,1,"{""invoice_no"": ""Z202512050196"", ""pa_no"": ""MCKRJH25Q402"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\PL_17,280pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202512050196"", ""pa_no"": ""MCKRJH25Q402"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 4284pcs-JWSH25120016\CI_4,284pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202512020076"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 4284, ""total_watt"": 2720340, ""unit_price_usd_wp"": 0.087, ""total_usd"": 236669.0}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 4284pcs-JWSH25120016\PL_4,284pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202512020076"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""pallets"": 4284}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\CI_15,732pcs  수정본.pdf",CI,success,1,"{""invoice_no"": ""Z202512020077"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 15732, ""total_watt"": 9989820, ""unit_price_usd_wp"": 0.087, ""total_usd"": 869114.0}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\CI_15,732pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202512020077"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-B"", ""qty_pc"": 15732}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\PL_15,732pcs - 수정본.pdf",PL,success,1,"{""invoice_no"": ""Z202512020077"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\PL_15,732pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202512020077"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV"", ""qty_pc"": 15732, ""pallets"": 635}"
"2025년 모듈 발주\징코모듈\화신이엔지\론지-징코모듈SHADHG40310\THE ONE Co., Ltd_40HQ_17_LS2512293984_ATD12.29\LS2512293984_CI&PL.pdf",PL,success,2,"{""invoice_no"": ""LS2512293984"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""CHINA"", ""model"": ""LR7-72HYD-650M"", ""qty_pc"": 3323, ""total_watt"": 2159950}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\NBOZY6445100  16128pcs  SHKWA25011758\NBOZY6445100 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202504100046"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\NBOZY6445100  16128pcs  SHKWA25011758\NBOZY6445100 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202504100046"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128, ""pallets"": 635}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 19332pcs-JWSH25120034\RE_ [진코솔라코리아] Topsolar 52mw_CI,PL,FR 송부의 건\CI_19,332pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202512020149"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 19332, ""total_watt"": 12275820, ""unit_price_usd_wp"": 0.087, ""total_usd"": 1067996.0}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 19332pcs-JWSH25120034\RE_ [진코솔라코리아] Topsolar 52mw_CI,PL,FR 송부의 건\PL_19,332pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202512020149"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\RE_ [진코솔라코리아] Topsolar CI, PL, FR 송부의 건\CI_17,532pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202512020147"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 17532, ""total_watt"": 11132820, ""unit_price_usd_wp"": 0.087, ""total_usd"": 968555.0}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\RE_ [진코솔라코리아] Topsolar CI, PL, FR 송부의 건\PL_17,532pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202512020147"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\CI_17,532pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202512020147"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 17532, ""total_watt"": 11132820, ""unit_price_usd_wp"": 0.087, ""total_usd"": 968555.0}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\SHKWA25009166 BL draft.pdf,BL,partial,2,"{""lc_no"": ""M12MK2504NU00032"", ""total_pallets"": 240}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\SHKWA25009166 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202504090350"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8640}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\SHKWA25009166 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202504090350"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8640, ""pallets"": 635}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10MW(16,128pcs) 2025.06.02 SHKWA25010062\SHKWA25010062 CI.pdf",CI,success,1,"{""invoice_no"": ""Z202504100041"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10MW(16,128pcs) 2025.06.02 SHKWA25010062\SHKWA25010062 PL.pdf",PL,success,1,"{""invoice_no"": ""Z202504100041"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030092"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 14976}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 HBL.pdf,HBL,partial,2,"{""bl_no_in_pdf"": ""sHKWA25019106"", ""total_pallets"": 416}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030092"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 14976, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019107 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030090"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8640}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019107 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030090"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 8640, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019109 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030091"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8640}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019109 HBL.pdf,HBL,partial,2,"{""bl_no_in_pdf"": ""sHRWA25019109"", ""total_pallets"": 240}"
